id,province,district_code,district,year,population,rate,rate_growth,rate_mechanical,density,born,birth_rate,born_3,born_per_3,prenatal_screening,newborn_screening,m_to_f
216,01,6,Tây Hồ,2021,165.148,0.6,5.72,0.68,37.869,2.057,12.46,13,0.63,87.47,88.00,98.52
217,01,7,Cầu Giấy,2021,294.234,-0.3,05.09,03.03,29.074,4.284,14.56,41,0.96,85.00,87.00,108.73
218,01,8,Hoàng Mai,2021,531.471,1.9,10.18,1.13,13.225,6.855,12.9,73,01.06,82.37,87.00,105.36
219,01,9,Long Biên,2021,335.952,1.7,10.51,0.38,31.974,4.891,14.56,127,2.60,88.83,92.90,109.86
220,01,10,Nam Từ Liêm,2021,279.089,1.8,11.94,3.19,1.168,4.326,15.5,133,03.07,83.53,87.00,110.19
221,01,11,Bắc Từ Liêm,2021,352.421,2.0,10.18,2.92,2.216,4.517,12.82,162,3.59,82.43,88.00,112.64
222,01,12,Sóc Sơn,2021,356.750,1.4,11.29,-0.38,2.491,5.433,15.23,869,15.99,86.20,87.00,114.97
223,01,13,Đông Anh,2021,411.448,-0.1,13.34,-0.29,8.676,5.756,13.99,425,7.38,84.36,86.80,112.18
224,01,14,Gia Lâm,2021,290.680,-0.2,11.13,-0.29,4.555,4.537,15.61,264,5.82,83.46,85.00,112.63
225,01,15,Thanh Trì,2021,289.169,1.2,10.61,-0.03,7.790,4.343,15.02,266,6.12,85.43,85.00,107.48
226,01,16,Hà Đông,2021,426.243,2.4,11.32,0.69,1.784,4.591,10.77,242,5.27,82.00,87.00,112.09
227,01,17,Sơn Tây,2021,154.523,1.4,7.87,-0.57,8.586,1.840,11.91,224,12.17,88.22,86.00,111.16
228,01,18,Ba Vì,2021,302.940,2.0,6.69,-0.10,1.318,4.573,15.1,550,12.03,81.06,88.00,108.37
229,01,19,Phúc Thọ,2021,192.171,1.6,9.84,-0.17,718,2.823,14.69,302,10.70,95.01,83.00,111.61
230,01,20,Đan Phượng,2021,182.708,1.8,9.61,-0.19,1.622,2.689,14.72,286,10.64,84.41,90.00,106.64
231,01,21,Thạch Thất,2021,224.016,1.6,10.15,0.35,2.350,3.278,14.63,364,11.10,88.36,88.20,109.40
232,01,22,Hoài Đức,2021,275.637,1.5,10.49,0.26,3.245,3.960,14.37,571,14.42,88.95,84.50,112.57
233,01,23,Quốc Oai,2021,201.889,1.3,10.25,0.12,1.335,3.010,14.91,348,11.56,94.62,86.70,127.59
234,01,24,Chương Mỹ,2021,347.136,1.4,10.18,-0.11,1.195,5.392,15.53,673,12.48,81.42,84.60,107.02
235,01,25,Thanh Oai,2021,220.899,0.3,11.14,0.29,1.462,3.248,14.7,237,7.30,79.75,81.50,115.45
236,01,26,Thường Tín,2021,261.885,1.0,9.15,-0.09,1.775,3.305,12.62,495,14.98,88.74,81.00,113.58
237,01,27,Ứng Hòa,2021,214.294,0.6,7.71,0.25,2.012,2.654,12.38,406,15.30,81.33,90.44,109.52
238,01,28,Phú Xuyên,2021,227.870,2.6,7.65,0.21,1.313,3.052,13.39,271,8.88,81.56,84.00,111.17
239,01,29,Mỹ Đức,2021,207.179,1.5,6.28,0.07,1.138,2.996,14.46,313,10.45,86.45,86.00,107.97
240,01,30,Mê Linh,2021,251.769,0.8,9.92,0.20,916,3.870,15.37,283,7.31,79.43,86.00,109.92
241,01,1,Ba Đình,2022,223.000,-1.0,5.16,0.88,24.224,2.445,10.96,27,1.10,90.08,90.08,104.5
242,01,2,Hoàn Kiếm,2022,140.253,0.5,0.99,0.25,26.206,2.185,15.58,28,1.28,86.01,88.01,114.4
243,01,3,Hai Bà Trưng,2022,293.952,-1.5,3.3,0.09,6.834,2.774,9.44,3,0.11,100.00,89.58,115.3
244,01,4,Đống Đa,2022,377.919,0.3,9.49,0.25,5.703,3.790,10.03,7,0.18,85.36,89.30,107.0
245,01,5,Thanh Xuân,2022,293.393,0.1,10.46,0.18,23.788,4.120,14.04,21,0.51,88.66,88.51,103.6
246,01,6,Tây Hồ,2022,166.479,0.8,1.65,-2.27,37.980,1.724,10.36,13,0.75,91.87,88.54,112.4
247,01,7,Cầu Giấy,2022,294.516,0.1,0.29,0.08,28.645,4.036,13.7,38,0.94,86.84,86.99,111.9
248,01,8,Hoàng Mai,2022,539.806,1.6,09.08,0.99,13.431,6.825,12.64,67,0.98,86.10,88.60,106.2
249,01,9,Long Biên,2022,342.624,2.0,9.52,0.86,31.996,4.653,13.58,113,2.43,95.50,93.20,108.7
250,01,10,Nam Từ Liêm,2022,290.475,4.1,8.89,6.88,1.182,4.385,15.1,127,2.90,83.78,87.64,110.2
251,01,11,Bắc Từ Liêm,2022,359.194,1.9,5.71,1.72,2.217,4.548,12.66,159,3.50,83.00,88.00,113.0
252,01,12,Sóc Sơn,2022,361.525,1.3,7.57,-0.06,2.570,5.120,14.16,737,14.39,97.52,91.86,110.0
253,01,13,Đông Anh,2022,411.685,0.1,12.73,0.29,9.030,4.309,10.47,319,7.40,97.61,93.92,110.3
254,01,14,Gia Lâm,2022,299.160,2.9,9.92,3.26,4.632,3.984,13.32,218,5.47,89.26,92.44,111.0
255,01,15,Thanh Trì,2022,294.293,1.8,9.91,0.84,7.938,4.119,14,248,06.02,80.00,83.00,109.0
256,01,16,Hà Đông,2022,435.451,2.2,7.59,2.38,1.801,4.384,10.07,235,5.36,86.99,83.78,111.8
257,01,17,Sơn Tây,2022,156.412,1.2,7.21,0.04,8.773,1.532,9.79,184,12.01,88.00,94.00,110.4
258,01,18,Ba Vì,2022,307.621,1.5,4.1,0.56,1.335,3.808,12.38,448,11.76,81.40,87.80,108.1
259,01,19,Phúc Thọ,2022,195.218,1.6,7.21,0.00,729,2.814,14.41,302,10.73,91.52,86.69,114.1
260,01,20,Đan Phượng,2022,186.325,2.0,8.39,0.21,1.648,2.384,12.79,249,10.44,85.22,88.92,111.8
261,01,21,Thạch Thất,2022,226.009,0.9,6.39,0.37,2.391,2.723,12.05,339,12.45,94.45,95.17,111.3
262,01,22,Hoài Đức,2022,282.291,2.4,6.35,0.16,3.324,3.050,10.8,431,14.13,94.85,91.50,107.7
263,01,23,Quốc Oai,2022,204.738,1.4,6.71,0.18,1.352,2.676,13.07,272,10.16,94.50,96.74,119.4
264,01,24,Chương Mỹ,2022,351.262,1.2,7.6,0.14,1.205,4.800,13.67,566,11.79,86.83,86.87,110.3
265,01,25,Thanh Oai,2022,225.983,2.3,07.09,-1.81,1.479,2.402,10.63,185,7.70,87.49,75.92,114.1
266,01,26,Thường Tín,2022,263.801,0.7,6.62,0.05,1.815,2.758,10.45,412,14.94,99.38,89.35,113.7
267,01,27,Ứng Hòa,2022,231.921,8.2,5.18,0.10,2.027,2.130,9.18,321,15.07,93.56,90.52,107.2
268,01,28,Phú Xuyên,2022,215.814,-5.3,10.1,0.08,1.336,3.554,16.47,310,8.72,84.00,85.00,111.8
269,01,29,Mỹ Đức,2022,210.189,1.5,03.04,0.56,1.147,2.796,13.3,285,10.19,82.00,86.00,111.0
270,01,30,Mê Linh,2022,254.343,1.0,7.89,0.07,929,3.232,12.71,226,6.99,80.14,85.12,112.3
271,01,1,Ba Đình,2023,221.510,-0.7,4.69,-0.06,24.051,2.011,9.12,22,01.09,97.80,94.00,104.0
272,01,2,Hoàn Kiếm,2023,141.028,0.6,3.39,0.05,26.360,1.795,12.73,23,1.28,86.00,89.00,113.0
273,01,3,Hai Bà Trưng,2023,295.582,0.6,-0.22,0.44,12.124,1.462,4.97,1,0.07,86.50,90.50,105.0
274,01,4,Đống Đa,2023,379.102,0.3,3.56,-0.18,6.309,3.635,9.58,6,0.17,86.00,89.00,108.0
275,01,5,Thanh Xuân,2023,295.691,0.8,09.02,-0.60,23.885,3.788,12.80,15,0.40,86.20,89.10,104.1
276,01,6,Tây Hồ,2023,169.403,1.8,5.73,-0.22,17.025,1.694,9.96,10,0.59,98.10,90.80,109.8
277,01,7,Cầu Giấy,2023,297.310,0.9,10.52,0.52,28.978,4.041,13.44,37,0.92,86.00,89.20,109.0
278,01,8,Hoàng Mai,2023,554.079,2.6,9.36,1.78,13.786,6.677,11.89,63,0.94,88.60,89.50,106.0
279,01,9,Long Biên,2023,351.287,2.5,9.36,1.12,38.308,4.480,12.62,105,2.34,89.50,93.20,109.0
280,01,10,Nam Từ Liêm,2023,307.202,5.8,13.04,2.74,1.006,4.641,14.73,131,2.82,84.69,89.78,110.2
281,01,11,Bắc Từ Liêm,2023,366.393,2.0,9.28,0.32,1.973,4.287,11.63,149,3.48,84.00,88.00,113.0
282,01,12,Sóc Sơn,2023,366.101,1.3,9.19,0.17,3.139,4.581,12.56,656,14.32,98.00,92.90,117.0
283,01,13,Đông Anh,2023,415.578,0.9,7.53,0.29,12.918,4.860,11.63,351,7.22,92.20,88.80,112.0
284,01,14,Gia Lâm,2023,314.929,5.3,8.23,1.31,4.960,3.903,12.29,221,5.66,88.00,89.00,111.0
285,01,15,Thanh Trì,2023,301.610,2.5,10.34,01.09,6.665,4.019,13.18,240,5.97,81.00,86.00,109.0
286,01,16,Hà Đông,2023,448.607,3.0,08.04,1.21,3.175,4.785,11.27,251,5.25,82.00,87.00,111.5
287,01,17,Sơn Tây,2023,158.622,1.4,5.74,0.92,3.195,1.578,9.88,183,11.60,88.00,94.00,110.4
288,01,18,Ba Vì,2023,312.801,1.7,8.28,0.34,2.669,4.093,12.99,474,11.58,83.40,90.00,112.2
289,01,19,Phúc Thọ,2023,198.390,1.6,9.52,0.14,470,2.807,14.01,295,10.51,98.00,97.00,113.5
290,01,20,Đan Phượng,2023,189.010,1.4,07.08,0.73,1.595,2.233,11.75,223,9.99,89.30,89.50,111.0
291,01,21,Thạch Thất,2023,227.375,0.6,9.67,0.24,2.921,3.067,13.34,374,12.19,94.20,96.50,112.1
292,01,22,Hoài Đức,2023,292.442,3.6,7.99,0.40,3.444,3.393,13.02,473,13.94,95.50,93.00,116.0
293,01,23,Quốc Oai,2023,206.881,1.0,9.34,0.21,1.368,2.799,13.46,319,11.40,98.00,95.00,107.0
294,01,24,Chương Mỹ,2023,355.812,1.3,09.02,0.15,1.897,4.731,13.34,548,11.58,88.42,88.62,111.4
295,01,25,Thanh Oai,2023,230.782,2.1,6.64,-0.02,972,2.639,11.30,195,7.39,85.40,91.40,109.0
296,01,26,Thường Tín,2023,265.779,0.7,5.82,0.24,2.135,2.852,10.69,411,14.41,83.00,86.10,114.0
297,01,27,Ứng Hòa,2023,217.189,-6.4,5.29,0.16,1.669,2.485,11.40,341,13.72,93.77,94.44,106.0
298,01,28,Phú Xuyên,2023,236.086,9.4,6.59,0.06,1.360,2.770,11.98,233,8.41,85.00,87.00,108.0
299,01,29,Mỹ Đức,2023,212.885,1.3,8.26,0.00,1.131,2.651,12.23,266,10.03,81.50,86.50,110.0
300,01,30,Mê Linh,2023,257.675,1.3,09.01,0.07,1.139,3.420,13.79,235,6.87,83.00,86.70,112.0
